date,time,SUV Intensity [MED/Hr],UV Index,Daily total [MED],Since Last [MED]
09/12/2021,00:02:05,-0.001,0.0,0.0,0.0
09/12/2021,00:03:05,0.000,0.0,0.0,0.0
09/12/2021,00:04:06,0.000,0.0,0.0,0.0
09/12/2021,00:05:04,0.000,0.0,0.0,0.0
09/12/2021,00:06:07,0.000,0.0,0.0,0.0
09/12/2021,00:07:05,0.000,0.0,0.0,0.0
09/12/2021,00:08:05,-0.001,0.0,0.0,0.0
09/12/2021,00:09:05,0.000,0.0,0.0,0.0
09/12/2021,00:10:14,0.000,0.0,0.0,0.0
09/12/2021,00:11:03,0.000,0.0,0.0,0.0
09/12/2021,00:12:05,-0.000,0.0,0.0,0.0
09/12/2021,00:13:04,0.001,0.0,0.0,0.0
09/12/2021,00:14:05,0.000,0.0,0.0,0.0
09/12/2021,00:15:05,0.000,0.0,0.0,0.0
09/12/2021,00:16:06,-0.000,0.0,0.0,0.0
09/12/2021,00:17:05,0.001,0.0,0.0,0.0
09/12/2021,00:18:05,0.000,0.0,0.0,0.0
09/12/2021,00:19:05,0.001,0.0,0.0,0.0
09/12/2021,00:20:05,0.000,0.0,0.0,0.0
09/12/2021,00:21:05,0.000,0.0,0.0,0.0
09/12/2021,00:22:05,0.000,0.0,0.0,0.0
09/12/2021,00:23:06,-0.001,0.0,0.0,0.0
09/12/2021,00:24:05,0.001,0.0,0.0,0.0
09/12/2021,00:24:53,-0.001,0.0,0.0,0.0
09/12/2021,00:26:06,0.000,0.0,0.0,0.0
09/12/2021,00:27:04,0.000,0.0,0.0,0.0
09/12/2021,00:28:13,-0.000,0.0,0.0,0.0
09/12/2021,00:29:03,0.000,0.0,0.0,0.0
09/12/2021,00:30:06,0.000,0.0,0.0,0.0
09/12/2021,00:31:13,0.000,0.0,0.0,0.0
09/12/2021,00:32:05,0.000,0.0,0.0,0.0
09/12/2021,00:33:06,0.000,0.0,0.0,0.0
09/12/2021,00:34:06,0.000,0.0,0.0,0.0
09/12/2021,00:35:04,0.000,0.0,0.0,0.0
09/12/2021,00:36:05,0.000,0.0,0.0,0.0
09/12/2021,00:37:05,-0.000,0.0,0.0,0.0
09/12/2021,00:38:04,-0.001,0.0,0.0,0.0
09/12/2021,00:39:14,0.000,0.0,0.0,0.0
09/12/2021,00:40:04,0.000,0.0,0.0,0.0
09/12/2021,00:41:04,0.000,0.0,0.0,0.0
09/12/2021,00:42:13,0.000,0.0,0.0,0.0
09/12/2021,00:43:03,0.000,0.0,0.0,0.0
09/12/2021,00:44:05,0.001,0.0,0.0,0.0
09/12/2021,00:45:05,0.000,0.0,0.0,0.0
09/12/2021,00:46:05,-0.001,0.0,0.0,0.0
09/12/2021,00:47:04,0.000,0.0,0.0,0.0
09/12/2021,00:48:06,-0.000,0.0,0.0,0.0
09/12/2021,00:49:06,0.001,0.0,0.0,0.0
09/12/2021,00:50:04,-0.001,0.0,0.0,0.0
09/12/2021,00:51:05,-0.001,0.0,0.0,0.0
09/12/2021,00:52:05,-0.001,0.0,0.0,0.0
09/12/2021,00:53:06,0.000,0.0,0.0,0.0
09/12/2021,00:54:04,-0.001,0.0,0.0,0.0
09/12/2021,00:55:06,0.000,0.0,0.0,0.0
09/12/2021,00:56:06,-0.001,0.0,0.0,0.0
09/12/2021,00:57:14,0.000,0.0,0.0,0.0
09/12/2021,00:58:05,0.000,0.0,0.0,0.0
09/12/2021,00:59:05,-0.001,0.0,0.0,0.0
09/12/2021,01:00:13,0.000,0.0,0.0,0.0
09/12/2021,01:01:05,-0.000,0.0,0.0,0.0
09/12/2021,01:02:05,-0.001,0.0,0.0,0.0
09/12/2021,01:03:05,-0.000,0.0,0.0,0.0
09/12/2021,01:03:56,0.000,0.0,0.0,0.0
09/12/2021,01:05:06,-0.000,0.0,0.0,0.0
09/12/2021,01:06:05,0.000,0.0,0.0,0.0
09/12/2021,01:06:56,0.000,0.0,0.0,0.0
