date,time,SUV Intensity [MED/Hr],UV Index,Daily total [MED],Since Last [MED]
12/09/2021,22:59:13,-0.001,0.0,4.985,4.985
12/09/2021,23:01:13,-0.000,0.0,4.985,0.0
12/09/2021,23:03:13,-0.000,0.0,4.985,0.0
12/09/2021,23:05:12,-0.001,0.0,4.985,0.0
12/09/2021,23:07:13,-0.001,0.0,4.985,0.0
12/09/2021,23:09:13,-0.001,0.0,4.985,0.0
12/09/2021,23:11:13,-0.000,0.0,4.985,0.0
12/09/2021,23:13:13,-0.001,0.0,4.985,0.0
12/09/2021,23:15:14,-0.001,0.0,4.985,0.0
12/09/2021,23:17:13,-0.001,0.0,4.985,0.0
12/09/2021,23:19:13,-0.001,0.0,4.985,0.0
12/09/2021,23:21:12,-0.001,0.0,4.985,0.0
12/09/2021,23:23:21,-0.000,0.0,4.985,0.0
12/09/2021,23:25:13,-0.001,0.0,4.985,0.0
12/09/2021,23:27:12,-0.001,0.0,4.985,0.0
12/09/2021,23:29:14,-0.000,0.0,4.985,0.0
12/09/2021,23:31:13,-0.001,0.0,4.985,0.0
12/09/2021,23:33:13,-0.001,0.0,4.985,0.0
12/09/2021,23:35:13,-0.001,0.0,4.985,0.0
12/09/2021,23:37:13,-0.001,0.0,4.985,0.0
12/09/2021,23:39:13,-0.000,0.0,4.985,0.0
12/09/2021,23:41:11,-0.001,0.0,4.985,0.0
12/09/2021,23:42:11,-0.001,0.0,4.985,0.0
12/09/2021,23:43:11,-0.001,0.0,4.985,0.0
12/09/2021,23:45:13,-0.001,0.0,4.985,0.0
12/09/2021,23:47:13,-0.001,0.0,4.985,0.0
12/09/2021,23:49:13,0.000,0.0,4.985,0.0
12/09/2021,23:51:14,-0.001,0.0,4.985,0.0
12/09/2021,23:53:12,-0.001,0.0,4.985,0.0
12/09/2021,23:55:12,-0.000,0.0,4.985,0.0
12/09/2021,23:57:13,-0.001,0.0,4.985,0.0
12/09/2021,23:59:13,-0.002,0.0,4.985,0.0
13/09/2021,00:01:13,0.000,0.0,0.0,-4.985
13/09/2021,00:03:13,0.000,0.0,0.0,0.0
13/09/2021,00:05:12,0.000,0.0,0.0,0.0
13/09/2021,00:06:11,-0.000,0.0,0.0,0.0
13/09/2021,00:07:11,0.000,0.0,0.0,0.0
13/09/2021,00:08:20,0.000,0.0,0.0,0.0
13/09/2021,00:10:12,0.000,0.0,0.0,0.0
13/09/2021,00:12:13,0.000,0.0,0.0,0.0
13/09/2021,00:14:12,0.001,0.0,0.0,0.0
13/09/2021,00:16:13,0.000,0.0,0.0,0.0
13/09/2021,00:18:21,0.001,0.0,0.0,0.0
13/09/2021,00:20:13,-0.001,0.0,0.0,0.0
13/09/2021,00:22:11,0.000,0.0,0.0,0.0
13/09/2021,00:23:11,-0.000,0.0,0.0,0.0
13/09/2021,00:24:12,-0.001,0.0,0.0,0.0
13/09/2021,00:25:12,-0.001,0.0,0.0,0.0
13/09/2021,00:26:11,-0.001,0.0,0.0,0.0
13/09/2021,00:27:11,0.000,0.0,0.0,0.0
13/09/2021,00:28:10,0.001,0.0,0.0,0.0
13/09/2021,00:29:10,0.000,0.0,0.0,0.0
13/09/2021,00:30:20,0.001,0.0,0.0,0.0
13/09/2021,00:32:21,-0.000,0.0,0.0,0.0
13/09/2021,00:34:22,0.000,0.0,0.0,0.0
13/09/2021,00:36:12,0.000,0.0,0.0,0.0
13/09/2021,00:38:13,0.000,0.0,0.0,0.0
13/09/2021,00:40:13,0.000,0.0,0.0,0.0
13/09/2021,00:42:11,0.000,0.0,0.0,0.0
13/09/2021,00:43:11,0.001,0.0,0.0,0.0
13/09/2021,00:44:12,0.000,0.0,0.0,0.0
13/09/2021,00:45:12,0.000,0.0,0.0,0.0
13/09/2021,00:46:11,0.000,0.0,0.0,0.0
13/09/2021,00:47:13,0.000,0.0,0.0,0.0
13/09/2021,00:49:20,-0.000,0.0,0.0,0.0
13/09/2021,00:51:11,0.000,0.0,0.0,0.0
13/09/2021,00:52:12,0.000,0.0,0.0,0.0
13/09/2021,00:53:12,-0.000,0.0,0.0,0.0
13/09/2021,00:54:11,0.000,0.0,0.0,0.0
13/09/2021,00:55:11,-0.001,0.0,0.0,0.0
13/09/2021,00:56:12,0.000,0.0,0.0,0.0
13/09/2021,00:57:11,0.000,0.0,0.0,0.0
13/09/2021,00:58:11,0.000,0.0,0.0,0.0
13/09/2021,00:59:12,0.000,0.0,0.0,0.0
