date,time,SUV Intensity [MED/Hr],UV Index,Daily total [MED],Since Last [MED]
18/10/2021,00:00:19,0.000,0.0,0.0,0.0
18/10/2021,00:01:21,0.000,0.0,0.0,0.0
18/10/2021,00:02:29,0.001,0.0,0.0,0.0
18/10/2021,00:03:21,-0.000,0.0,0.0,0.0
18/10/2021,00:04:21,0.000,0.0,0.0,0.0
18/10/2021,00:05:21,-0.001,0.0,0.0,0.0
18/10/2021,00:06:22,0.000,0.0,0.0,0.0
18/10/2021,00:07:21,-0.000,0.0,0.0,0.0
18/10/2021,00:08:21,-0.000,0.0,0.0,0.0
18/10/2021,00:09:29,0.001,0.0,0.0,0.0
18/10/2021,00:10:21,0.000,0.0,0.0,0.0
18/10/2021,00:11:21,0.000,0.0,0.0,0.0
18/10/2021,00:12:33,0.001,0.0,0.0,0.0
18/10/2021,00:14:31,0.000,0.0,0.0,0.0
18/10/2021,00:15:29,0.000,0.0,0.0,0.0
18/10/2021,00:16:21,-0.000,0.0,0.0,0.0
18/10/2021,00:17:21,-0.000,0.0,0.0,0.0
18/10/2021,00:18:22,-0.000,0.0,0.0,0.0
18/10/2021,00:19:29,-0.000,0.0,0.0,0.0
18/10/2021,00:20:29,-0.000,0.0,0.0,0.0
18/10/2021,00:21:21,-0.001,0.0,0.0,0.0
18/10/2021,00:22:30,-0.001,0.0,0.0,0.0
18/10/2021,00:23:21,0.001,0.0,0.0,0.0
18/10/2021,00:24:21,0.000,0.0,0.0,0.0
18/10/2021,00:25:23,0.000,0.0,0.0,0.0
18/10/2021,00:26:21,-0.000,0.0,0.0,0.0
18/10/2021,00:27:21,0.001,0.0,0.0,0.0
18/10/2021,00:28:21,-0.000,0.0,0.0,0.0
18/10/2021,00:29:21,-0.000,0.0,0.0,0.0
18/10/2021,00:30:21,0.000,0.0,0.0,0.0
18/10/2021,00:31:21,0.000,0.0,0.0,0.0
18/10/2021,00:32:21,-0.000,0.0,0.0,0.0
18/10/2021,00:33:21,-0.000,0.0,0.0,0.0
18/10/2021,00:34:21,-0.001,0.0,0.0,0.0
18/10/2021,00:35:21,0.000,0.0,0.0,0.0
18/10/2021,00:36:21,-0.000,0.0,0.0,0.0
18/10/2021,00:37:21,0.000,0.0,0.0,0.0
18/10/2021,00:38:29,0.001,0.0,0.0,0.0
18/10/2021,00:39:21,0.000,0.0,0.0,0.0
18/10/2021,00:40:21,0.001,0.0,0.0,0.0
18/10/2021,00:41:20,-0.001,0.0,0.0,0.0
18/10/2021,00:42:21,0.000,0.0,0.0,0.0
18/10/2021,00:43:21,-0.000,0.0,0.0,0.0
18/10/2021,00:44:21,0.000,0.0,0.0,0.0
18/10/2021,00:45:21,0.000,0.0,0.0,0.0
18/10/2021,00:46:22,0.000,0.0,0.0,0.0
18/10/2021,00:47:23,0.001,0.0,0.0,0.0
18/10/2021,00:48:29,0.001,0.0,0.0,0.0
18/10/2021,00:49:20,0.000,0.0,0.0,0.0
18/10/2021,00:50:22,0.000,0.0,0.0,0.0
18/10/2021,00:51:21,0.000,0.0,0.0,0.0
18/10/2021,00:52:21,0.000,0.0,0.0,0.0
18/10/2021,00:53:21,0.000,0.0,0.0,0.0
18/10/2021,00:54:21,0.000,0.0,0.0,0.0
18/10/2021,00:55:21,0.000,0.0,0.0,0.0
18/10/2021,00:56:21,-0.000,0.0,0.0,0.0
18/10/2021,00:57:21,0.000,0.0,0.0,0.0
18/10/2021,00:58:21,0.001,0.0,0.0,0.0
18/10/2021,00:59:21,0.000,0.0,0.0,0.0
18/10/2021,01:00:21,-0.001,0.0,0.0,0.0
18/10/2021,01:01:21,0.001,0.0,0.0,0.0
18/10/2021,01:02:21,0.000,0.0,0.0,0.0
18/10/2021,01:03:21,-0.000,0.0,0.0,0.0
18/10/2021,01:04:21,0.000,0.0,0.0,0.0
18/10/2021,01:05:21,0.000,0.0,0.0,0.0
18/10/2021,01:06:22,0.001,0.0,0.0,0.0
18/10/2021,01:07:21,0.001,0.0,0.0,0.0
18/10/2021,01:08:21,-0.000,0.0,0.0,0.0
18/10/2021,01:09:21,-0.001,0.0,0.0,0.0
18/10/2021,01:10:21,0.000,0.0,0.0,0.0
18/10/2021,01:11:21,-0.001,0.0,0.0,0.0
18/10/2021,01:12:29,0.000,0.0,0.0,0.0
18/10/2021,01:13:21,0.000,0.0,0.0,0.0
18/10/2021,01:14:29,-0.001,0.0,0.0,0.0
18/10/2021,01:15:29,-0.000,0.0,0.0,0.0
18/10/2021,01:16:23,0.000,0.0,0.0,0.0
18/10/2021,01:17:22,0.001,0.0,0.0,0.0
18/10/2021,01:18:21,-0.001,0.0,0.0,0.0
18/10/2021,01:19:21,0.001,0.0,0.0,0.0
18/10/2021,01:20:21,0.000,0.0,0.0,0.0
18/10/2021,01:21:21,0.000,0.0,0.0,0.0
18/10/2021,01:22:30,0.000,0.0,0.0,0.0
18/10/2021,01:23:21,0.000,0.0,0.0,0.0
18/10/2021,01:24:30,-0.001,0.0,0.0,0.0
18/10/2021,01:25:28,-0.000,0.0,0.0,0.0
18/10/2021,01:26:21,0.001,0.0,0.0,0.0
18/10/2021,01:27:22,0.001,0.0,0.0,0.0
18/10/2021,01:28:21,0.000,0.0,0.0,0.0
18/10/2021,01:29:20,0.001,0.0,0.0,0.0
18/10/2021,01:30:21,-0.001,0.0,0.0,0.0
18/10/2021,01:31:23,0.000,0.0,0.0,0.0
18/10/2021,01:32:21,-0.000,0.0,0.0,0.0
18/10/2021,01:33:21,0.000,0.0,0.0,0.0
18/10/2021,01:34:21,0.000,0.0,0.0,0.0
18/10/2021,01:35:21,-0.000,0.0,0.0,0.0
18/10/2021,01:36:21,0.000,0.0,0.0,0.0
18/10/2021,01:37:21,0.000,0.0,0.0,0.0
18/10/2021,01:38:30,0.000,0.0,0.0,0.0
18/10/2021,01:39:21,0.000,0.0,0.0,0.0
18/10/2021,01:40:21,-0.001,0.0,0.0,0.0
18/10/2021,01:41:22,0.000,0.0,0.0,0.0
18/10/2021,01:42:21,0.000,0.0,0.0,0.0
18/10/2021,01:43:21,-0.000,0.0,0.0,0.0
