date,time,SUV Intensity [MED/Hr],UV Index,Daily total [MED],Since Last [MED]
08/12/2021,00:02:10,0.000,0.0,0.0,0.0
08/12/2021,00:03:02,-0.001,0.0,0.0,0.0
08/12/2021,00:04:03,0.000,0.0,0.0,0.0
08/12/2021,00:05:03,-0.001,0.0,0.0,0.0
08/12/2021,00:06:04,0.000,0.0,0.0,0.0
08/12/2021,00:07:02,0.000,0.0,0.0,0.0
08/12/2021,00:08:02,0.000,0.0,0.0,0.0
08/12/2021,00:09:02,0.000,0.0,0.0,0.0
08/12/2021,00:10:11,0.000,0.0,0.0,0.0
08/12/2021,00:11:01,0.000,0.0,0.0,0.0
08/12/2021,00:12:03,-0.000,0.0,0.0,0.0
08/12/2021,00:13:02,0.000,0.0,0.0,0.0
08/12/2021,00:14:03,0.000,0.0,0.0,0.0
08/12/2021,00:15:03,0.000,0.0,0.0,0.0
08/12/2021,00:16:03,0.001,0.0,0.0,0.0
08/12/2021,00:17:02,-0.001,0.0,0.0,0.0
08/12/2021,00:18:03,0.000,0.0,0.0,0.0
08/12/2021,00:19:03,0.000,0.0,0.0,0.0
08/12/2021,00:20:10,0.000,0.0,0.0,0.0
08/12/2021,00:21:03,-0.001,0.0,0.0,0.0
08/12/2021,00:22:03,0.001,0.0,0.0,0.0
08/12/2021,00:23:02,0.000,0.0,0.0,0.0
08/12/2021,00:24:03,-0.001,0.0,0.0,0.0
08/12/2021,00:25:02,-0.001,0.0,0.0,0.0
08/12/2021,00:26:03,0.000,0.0,0.0,0.0
08/12/2021,00:27:03,0.000,0.0,0.0,0.0
08/12/2021,00:28:11,0.001,0.0,0.0,0.0
08/12/2021,00:29:02,-0.001,0.0,0.0,0.0
08/12/2021,00:30:03,0.001,0.0,0.0,0.0
08/12/2021,00:31:02,-0.001,0.0,0.0,0.0
08/12/2021,00:32:02,0.000,0.0,0.0,0.0
08/12/2021,00:33:03,-0.000,0.0,0.0,0.0
08/12/2021,00:34:02,0.000,0.0,0.0,0.0
08/12/2021,00:35:03,-0.000,0.0,0.0,0.0
08/12/2021,00:36:03,-0.000,0.0,0.0,0.0
08/12/2021,00:37:03,-0.000,0.0,0.0,0.0
08/12/2021,00:38:03,-0.001,0.0,0.0,0.0
08/12/2021,00:39:03,-0.000,0.0,0.0,0.0
08/12/2021,00:40:02,-0.000,0.0,0.0,0.0
08/12/2021,00:41:02,-0.000,0.0,0.0,0.0
08/12/2021,00:42:12,-0.000,0.0,0.0,0.0
08/12/2021,00:43:01,0.000,0.0,0.0,0.0
08/12/2021,00:44:03,-0.001,0.0,0.0,0.0
08/12/2021,00:45:03,0.000,0.0,0.0,0.0
08/12/2021,00:46:02,-0.001,0.0,0.0,0.0
08/12/2021,00:47:02,-0.000,0.0,0.0,0.0
08/12/2021,00:48:03,0.000,0.0,0.0,0.0
08/12/2021,00:49:03,-0.000,0.0,0.0,0.0
08/12/2021,00:50:03,-0.000,0.0,0.0,0.0
08/12/2021,00:51:03,0.001,0.0,0.0,0.0
08/12/2021,00:52:03,-0.000,0.0,0.0,0.0
08/12/2021,00:53:03,0.000,0.0,0.0,0.0
08/12/2021,00:54:04,-0.000,0.0,0.0,0.0
08/12/2021,00:55:03,0.000,0.0,0.0,0.0
08/12/2021,00:56:02,-0.001,0.0,0.0,0.0
08/12/2021,00:57:04,-0.000,0.0,0.0,0.0
08/12/2021,00:58:03,-0.001,0.0,0.0,0.0
08/12/2021,00:59:02,-0.001,0.0,0.0,0.0
08/12/2021,01:00:12,-0.001,0.0,0.0,0.0
08/12/2021,01:01:03,-0.001,0.0,0.0,0.0
08/12/2021,01:02:02,-0.001,0.0,0.0,0.0
08/12/2021,01:03:03,-0.000,0.0,0.0,0.0
08/12/2021,01:04:03,-0.001,0.0,0.0,0.0
08/12/2021,01:05:03,-0.001,0.0,0.0,0.0
08/12/2021,01:06:02,-0.002,0.0,0.0,0.0
08/12/2021,01:07:03,-0.000,0.0,0.0,0.0
08/12/2021,01:08:03,0.000,0.0,0.0,0.0
08/12/2021,01:09:03,-0.000,0.0,0.0,0.0
08/12/2021,01:10:03,0.000,0.0,0.0,0.0
08/12/2021,01:11:11,-0.000,0.0,0.0,0.0
08/12/2021,01:12:01,-0.001,0.0,0.0,0.0
08/12/2021,01:13:02,-0.000,0.0,0.0,0.0
08/12/2021,01:14:11,-0.000,0.0,0.0,0.0
08/12/2021,01:15:01,-0.000,0.0,0.0,0.0
08/12/2021,01:16:03,-0.001,0.0,0.0,0.0
08/12/2021,01:17:03,-0.000,0.0,0.0,0.0
08/12/2021,01:18:03,-0.000,0.0,0.0,0.0
08/12/2021,01:19:03,-0.000,0.0,0.0,0.0
08/12/2021,01:20:03,-0.001,0.0,0.0,0.0
08/12/2021,01:21:02,-0.000,0.0,0.0,0.0
08/12/2021,01:22:11,-0.000,0.0,0.0,0.0
08/12/2021,01:23:03,-0.000,0.0,0.0,0.0
08/12/2021,01:24:03,-0.000,0.0,0.0,0.0
08/12/2021,01:25:03,-0.000,0.0,0.0,0.0
08/12/2021,01:26:03,-0.001,0.0,0.0,0.0
08/12/2021,01:27:03,-0.000,0.0,0.0,0.0
08/12/2021,01:28:02,-0.000,0.0,0.0,0.0
08/12/2021,01:29:03,-0.000,0.0,0.0,0.0
08/12/2021,01:30:02,-0.001,0.0,0.0,0.0
08/12/2021,01:31:04,-0.001,0.0,0.0,0.0
08/12/2021,01:32:02,0.000,0.0,0.0,0.0
08/12/2021,01:34:03,-0.000,0.0,0.0,0.0
08/12/2021,01:35:03,0.000,0.0,0.0,0.0
08/12/2021,01:36:04,-0.000,0.0,0.0,0.0
08/12/2021,01:37:03,0.000,0.0,0.0,0.0
08/12/2021,01:38:02,-0.000,0.0,0.0,0.0
08/12/2021,01:38:55,-0.000,0.0,0.0,0.0
08/12/2021,01:40:05,0.001,0.0,0.0,0.0
08/12/2021,01:41:02,-0.000,0.0,0.0,0.0
08/12/2021,01:42:02,-0.000,0.0,0.0,0.0
08/12/2021,01:43:11,-0.000,0.0,0.0,0.0
08/12/2021,01:44:11,-0.000,0.0,0.0,0.0
08/12/2021,01:45:03,-0.001,0.0,0.0,0.0
08/12/2021,01:46:02,-0.000,0.0,0.0,0.0
08/12/2021,01:47:03,0.000,0.0,0.0,0.0
08/12/2021,01:48:02,-0.000,0.0,0.0,0.0
08/12/2021,01:49:03,-0.002,0.0,0.0,0.0
08/12/2021,01:50:03,0.001,0.0,0.0,0.0
08/12/2021,01:51:03,-0.000,0.0,0.0,0.0
08/12/2021,01:52:03,-0.001,0.0,0.0,0.0
08/12/2021,01:53:03,-0.000,0.0,0.0,0.0
08/12/2021,01:54:11,0.001,0.0,0.0,0.0
08/12/2021,01:55:02,-0.001,0.0,0.0,0.0
08/12/2021,01:56:03,-0.000,0.0,0.0,0.0
08/12/2021,01:57:03,-0.000,0.0,0.0,0.0
08/12/2021,01:58:04,-0.001,0.0,0.0,0.0
08/12/2021,01:59:03,-0.001,0.0,0.0,0.0
08/12/2021,02:00:02,0.000,0.0,0.0,0.0
08/12/2021,02:01:03,-0.000,0.0,0.0,0.0
08/12/2021,02:02:03,-0.000,0.0,0.0,0.0
08/12/2021,02:03:02,-0.000,0.0,0.0,0.0
08/12/2021,02:04:03,-0.000,0.0,0.0,0.0
08/12/2021,02:05:11,-0.001,0.0,0.0,0.0
08/12/2021,02:06:03,-0.000,0.0,0.0,0.0
08/12/2021,02:07:05,0.000,0.0,0.0,0.0
08/12/2021,02:08:02,-0.000,0.0,0.0,0.0
08/12/2021,02:09:02,-0.001,0.0,0.0,0.0
08/12/2021,02:10:03,0.000,0.0,0.0,0.0
08/12/2021,02:11:03,-0.000,0.0,0.0,0.0
08/12/2021,02:12:02,-0.000,0.0,0.0,0.0
08/12/2021,02:13:55,-0.000,0.0,0.0,0.0
08/12/2021,02:15:02,-0.001,0.0,0.0,0.0
08/12/2021,02:16:02,-0.000,0.0,0.0,0.0
08/12/2021,02:17:02,-0.001,0.0,0.0,0.0
08/12/2021,02:18:04,-0.000,0.0,0.0,0.0
08/12/2021,02:19:02,-0.000,0.0,0.0,0.0
08/12/2021,02:20:03,-0.000,0.0,0.0,0.0
08/12/2021,02:21:03,0.001,0.0,0.0,0.0
08/12/2021,02:22:03,-0.001,0.0,0.0,0.0
08/12/2021,02:23:02,-0.000,0.0,0.0,0.0
08/12/2021,02:24:04,-0.000,0.0,0.0,0.0
08/12/2021,02:25:02,0.000,0.0,0.0,0.0
08/12/2021,02:26:03,-0.000,0.0,0.0,0.0
08/12/2021,02:27:03,-0.000,0.0,0.0,0.0
08/12/2021,02:28:03,0.000,0.0,0.0,0.0
08/12/2021,02:29:03,-0.000,0.0,0.0,0.0
08/12/2021,02:30:02,-0.000,0.0,0.0,0.0
08/12/2021,02:31:03,-0.001,0.0,0.0,0.0
08/12/2021,02:32:02,-0.001,0.0,0.0,0.0
08/12/2021,02:33:04,-0.001,0.0,0.0,0.0
08/12/2021,02:34:12,-0.001,0.0,0.0,0.0
08/12/2021,02:35:01,-0.000,0.0,0.0,0.0
08/12/2021,02:36:03,-0.001,0.0,0.0,0.0
08/12/2021,02:37:04,-0.001,0.0,0.0,0.0
08/12/2021,02:38:02,0.000,0.0,0.0,0.0
08/12/2021,02:39:04,-0.000,0.0,0.0,0.0
08/12/2021,02:40:05,0.000,0.0,0.0,0.0
08/12/2021,02:41:03,-0.000,0.0,0.0,0.0
08/12/2021,02:42:05,-0.001,0.0,0.0,0.0
08/12/2021,02:43:03,-0.000,0.0,0.0,0.0
08/12/2021,02:44:03,-0.000,0.0,0.0,0.0
08/12/2021,02:45:11,-0.001,0.0,0.0,0.0
08/12/2021,02:46:03,-0.000,0.0,0.0,0.0
08/12/2021,02:47:04,-0.000,0.0,0.0,0.0
08/12/2021,02:48:03,-0.000,0.0,0.0,0.0
08/12/2021,02:49:03,-0.001,0.0,0.0,0.0
08/12/2021,02:50:03,-0.001,0.0,0.0,0.0
08/12/2021,02:51:03,-0.001,0.0,0.0,0.0
08/12/2021,02:52:04,0.000,0.0,0.0,0.0
08/12/2021,02:53:02,-0.001,0.0,0.0,0.0
08/12/2021,02:54:03,0.000,0.0,0.0,0.0
08/12/2021,02:55:03,-0.000,0.0,0.0,0.0
08/12/2021,02:56:11,-0.001,0.0,0.0,0.0
08/12/2021,02:57:03,0.000,0.0,0.0,0.0
08/12/2021,02:58:04,-0.001,0.0,0.0,0.0
08/12/2021,02:59:11,-0.000,0.0,0.0,0.0
08/12/2021,03:00:01,-0.000,0.0,0.0,0.0
08/12/2021,03:01:03,-0.000,0.0,0.0,0.0
08/12/2021,03:02:02,0.001,0.0,0.0,0.0
08/12/2021,03:03:03,-0.001,0.0,0.0,0.0
08/12/2021,03:04:03,-0.001,0.0,0.0,0.0
08/12/2021,03:05:03,0.000,0.0,0.0,0.0
08/12/2021,03:06:03,-0.000,0.0,0.0,0.0
08/12/2021,03:07:03,-0.001,0.0,0.0,0.0
08/12/2021,03:08:03,-0.000,0.0,0.0,0.0
08/12/2021,03:09:04,-0.000,0.0,0.0,0.0
08/12/2021,03:10:02,-0.001,0.0,0.0,0.0
08/12/2021,03:11:03,-0.000,0.0,0.0,0.0
08/12/2021,03:12:03,-0.001,0.0,0.0,0.0
08/12/2021,03:13:03,0.001,0.0,0.0,0.0
08/12/2021,03:14:03,-0.000,0.0,0.0,0.0
08/12/2021,03:15:03,0.000,0.0,0.0,0.0
08/12/2021,03:16:03,0.000,0.0,0.0,0.0
08/12/2021,03:17:12,-0.001,0.0,0.0,0.0
08/12/2021,03:18:09,0.000,0.0,0.0,0.0
08/12/2021,03:19:03,0.000,0.0,0.0,0.0
08/12/2021,03:20:04,0.000,0.0,0.0,0.0
08/12/2021,03:21:03,-0.000,0.0,0.0,0.0
08/12/2021,03:22:04,-0.000,0.0,0.0,0.0
08/12/2021,03:23:03,-0.000,0.0,0.0,0.0
08/12/2021,03:24:03,-0.000,0.0,0.0,0.0
08/12/2021,03:25:11,0.000,0.0,0.0,0.0
08/12/2021,03:26:02,-0.000,0.0,0.0,0.0
08/12/2021,03:27:03,-0.001,0.0,0.0,0.0
08/12/2021,03:28:03,-0.001,0.0,0.0,0.0
08/12/2021,03:29:04,0.000,0.0,0.0,0.0
08/12/2021,03:30:03,-0.000,0.0,0.0,0.0
08/12/2021,03:31:03,-0.000,0.0,0.0,0.0
08/12/2021,03:32:03,0.001,0.0,0.0,0.0
08/12/2021,03:33:03,-0.000,0.0,0.0,0.0
08/12/2021,03:34:03,-0.000,0.0,0.0,0.0
08/12/2021,03:35:04,-0.000,0.0,0.0,0.0
08/12/2021,03:36:02,-0.000,0.0,0.0,0.0
08/12/2021,03:37:03,-0.000,0.0,0.0,0.0
