date,time,SUV Intensity [MED/Hr],UV Index,Daily total [MED],Since Last [MED]
31/12/2021,00:02:54,0.000,0.0,0.0,0.0
31/12/2021,00:03:55,-0.001,0.0,0.0,0.0
31/12/2021,00:04:54,0.000,0.0,0.0,0.0
31/12/2021,00:05:55,0.000,0.0,0.0,0.0
31/12/2021,00:06:55,0.000,0.0,0.0,0.0
31/12/2021,00:07:55,0.000,0.0,0.0,0.0
31/12/2021,00:08:55,0.001,0.0,0.0,0.0
31/12/2021,00:09:55,-0.000,0.0,0.0,0.0
31/12/2021,00:11:04,0.000,0.0,0.0,0.0
31/12/2021,00:11:55,0.001,0.0,0.0,0.0
31/12/2021,00:12:55,-0.000,0.0,0.0,0.0
31/12/2021,00:13:55,0.000,0.0,0.0,0.0
31/12/2021,00:14:56,0.000,0.0,0.0,0.0
31/12/2021,00:15:55,0.000,0.0,0.0,0.0
31/12/2021,00:16:56,0.000,0.0,0.0,0.0
31/12/2021,00:17:55,0.001,0.0,0.0,0.0
31/12/2021,00:18:55,0.001,0.0,0.0,0.0
31/12/2021,00:19:54,0.000,0.0,0.0,0.0
31/12/2021,00:20:56,0.000,0.0,0.0,0.0
31/12/2021,00:21:55,0.001,0.0,0.0,0.0
31/12/2021,00:22:55,0.001,0.0,0.0,0.0
31/12/2021,00:23:55,0.001,0.0,0.0,0.0
31/12/2021,00:24:56,0.000,0.0,0.0,0.0
31/12/2021,00:25:56,0.000,0.0,0.0,0.0
31/12/2021,00:26:55,0.000,0.0,0.0,0.0
31/12/2021,00:27:55,0.000,0.0,0.0,0.0
31/12/2021,00:28:55,-0.001,0.0,0.0,0.0
31/12/2021,00:29:56,0.001,0.0,0.0,0.0
31/12/2021,00:30:55,-0.000,0.0,0.0,0.0
31/12/2021,00:31:55,-0.001,0.0,0.0,0.0
31/12/2021,00:33:02,0.001,0.0,0.0,0.0
31/12/2021,00:33:55,0.000,0.0,0.0,0.0
31/12/2021,00:34:55,0.001,0.0,0.0,0.0
31/12/2021,00:35:55,-0.001,0.0,0.0,0.0
31/12/2021,00:36:55,0.000,0.0,0.0,0.0
31/12/2021,00:37:56,-0.001,0.0,0.0,0.0
31/12/2021,00:38:56,0.000,0.0,0.0,0.0
31/12/2021,00:39:55,0.000,0.0,0.0,0.0
31/12/2021,00:40:55,-0.001,0.0,0.0,0.0
31/12/2021,00:41:56,-0.001,0.0,0.0,0.0
31/12/2021,00:42:55,0.000,0.0,0.0,0.0
31/12/2021,00:43:55,-0.000,0.0,0.0,0.0
31/12/2021,00:44:55,-0.001,0.0,0.0,0.0
31/12/2021,00:46:04,-0.001,0.0,0.0,0.0
31/12/2021,00:46:56,-0.000,0.0,0.0,0.0
31/12/2021,00:47:55,0.000,0.0,0.0,0.0
31/12/2021,00:48:55,0.000,0.0,0.0,0.0
31/12/2021,00:50:48,-0.000,0.0,0.0,0.0
31/12/2021,00:51:55,-0.001,0.0,0.0,0.0
31/12/2021,00:52:55,-0.001,0.0,0.0,0.0
31/12/2021,00:53:55,-0.000,0.0,0.0,0.0
31/12/2021,00:54:56,0.000,0.0,0.0,0.0
31/12/2021,00:55:55,-0.000,0.0,0.0,0.0
31/12/2021,00:56:55,0.000,0.0,0.0,0.0
31/12/2021,00:57:56,-0.000,0.0,0.0,0.0
31/12/2021,00:58:55,0.000,0.0,0.0,0.0
31/12/2021,00:59:55,-0.001,0.0,0.0,0.0
31/12/2021,01:00:56,0.000,0.0,0.0,0.0
