date,total_sun_per_day,mean_wind_per_day,mean_wind_direction_per_day,mean_temperature_per_day,total_rain_per_day,mean_pressure_per_day,total_sun_3to4pm,total_sun_1to8pm,mean_wind_direction_9to10am,mean_wind_9to10am,mean_humidity_9to10am,mean_pressure_9to10am
2019-01-01,0.060000000000000005,0.5664937759336099,244.8535039188566,5.5465767634854775,0.0,1030.4502766251726,0.0,0.0,270.0939226519337,0.9370165745856354,82.17375690607736,1030.142817679558
2019-01-02,0.0,0.0017857142857142857,102.44285714285714,1.4084562211981566,0.0,1036.6756912442397,0.0,0.0,326.4447513812155,0.0,61.53729281767956,1036.9886740331492
2019-01-03,0.0,0.0,132.75325423338325,0.9912682870637024,0.0,1036.5216104135468,0.0,0.0,132.79005524861878,0.0,59.10165745856354,1036.6776243093923
2019-01-04,4.65,0.014942396313364054,312.4020737327189,-1.229896313364055,0.0,1035.5744585253456,0.04,0.5700000000000001,338.6925207756233,0.0,69.41329639889197,1035.1675900277012
2019-01-05,0.0,0.08676267281105993,291.1532258064516,1.5679493087557603,0.0,1032.729400921659,0.0,0.0,325.8066298342541,0.0477900552486188,80.17044198895027,1032.370718232044
2019-01-06,0.0,0.12439502189444572,276.3171237612353,4.784892832449873,0.0,1030.9572136436966,0.0,0.0,261.09944751381215,0.14930747922437676,74.4831024930748,1031.0432132963988
2019-01-07,0.2,1.1809655490263853,258.98144947574605,6.76912086645927,0.01,1026.5442332065907,0.0,0.0,244.48066298342542,2.095555555555556,86.97222222222223,1024.4741666666666
2019-01-08,5.59,1.765376641326883,308.8154803040774,4.14812255240728,0.0,1023.9994701681638,0.35,2.26,319.5110497237569,2.649171270718232,64.15690607734807,1024.3334254143645
2019-01-09,4.54,1.023511116230849,240.8094689551895,0.7930422762354568,0.0,1025.3511231424952,0.04,0.7200000000000001,300.22991689750694,1.042382271468144,68.83407202216065,1025.464819944598
2019-01-10,0.0,0.1405184331797235,187.72177419354838,0.8897465437788018,0.0,1025.4867626728112,0.0,0.0,149.48753462603878,0.6185082872928177,89.04889502762431,1024.9798342541435
2019-01-11,0.92,0.3114670969228996,295.34723982943416,4.794272213898813,0.29,1025.327106142676,0.0,0.03,318.0110497237569,0.16685082872928178,76.48149171270718,1025.7651933701657
2019-01-12,5.8,1.8239990769585785,269.81296873197186,6.6429675781700706,0.29,1018.6413407176647,0.0,5.63,251.03591160220995,2.045152354570637,69.56842105263156,1017.1839335180056
2019-01-13,0.33,2.5983631123919313,282.3757925072046,7.867469740634008,0.0,1011.3314236311239,0.0,0.01,269.98060941828254,1.4511049723756906,80.65276243093923,1009.2
2019-01-14,2.15,1.1638837638376383,297.4345018450185,5.1926545202952035,0.0,1016.7570341328413,0.0,0.13,304.8674033149171,0.8706371191135734,59.70609418282549,1018.318836565097
2019-01-15,0.29000000000000004,0.6268596470995272,228.55045554146005,4.662887786875793,0.0,1014.6259600968748,0.0,0.2,224.59279778393352,0.5276243093922652,86.51795580110497,1013.464917127072
2019-01-16,0.04,0.9713709677419357,230.1937788018433,4.812315668202764,2.48,1002.6596543778803,0.0,0.0,212.75346260387812,0.7307479224376732,92.62465373961219,1000.8772853185594
2019-01-17,7.08,1.1110509333947916,297.32184835215486,0.7000806637474073,0.6699999999999999,1009.0692325420603,0.72,2.73,311.4515235457064,1.7002770083102492,50.1448753462604,1012.3296398891966
2019-01-18,0.0,0.7756915629322267,165.93360995850622,0.4454356846473028,0.0,1011.3286652835408,0.0,0.0,157.64364640883977,1.629281767955801,59.06408839779006,1009.6342541436463
2019-01-19,0.0,0.9572350974288021,135.35454859910067,2.333575464083939,1.4500000000000002,1006.1238902340597,0.0,0.0,138.34254143646407,0.8530386740331493,90.37016574585635,1005.0348066298342
2019-01-20,3.5300000000000002,0.001705658637778034,166.0273135876455,-0.13570358418808345,0.11,1014.3597902500865,0.0,1.9,9.45152354570637,0.0,73.37900552486188,1016.1124309392264
2019-01-21,0.0,0.3374178674351585,242.26974063400576,1.5328991354466859,1.9100000000000001,1015.8240922190201,0.0,0.0,280.21329639889194,0.4447513812154696,69.36519337016574,1015.1953038674034
2019-01-22,3.9699999999999998,0.3258362168396771,239.62122260668974,-0.0162975778546713,5.24,999.5307497116494,0.0,0.0,239.1878453038674,0.0,94.21270718232044,997.732320441989
2019-01-23,6.1,0.4036648611271177,286.2264607583266,-1.3163996773078253,1.45,1001.2048749567822,0.97,3.04,310.1578947368421,0.425414364640884,70.76740331491713,1003.1613259668509
2019-01-24,0.44000000000000006,0.04562759575449931,256.70143054914627,0.483329487771112,0.15,1008.2561375173052,0.44,0.44000000000000006,270.2326869806094,0.05955678670360111,85.63628808864266,1008.2506925207756
2019-01-25,0.36000000000000004,0.7250489913544669,260.4836887608069,5.5777752161383285,0.12,1010.4766109510086,0.0,0.03,267.33240997229916,1.410220994475138,73.00303867403315,1010.710773480663
2019-01-26,0.05,1.1630261792180834,220.78606850420942,5.813228001383924,1.5,998.8717102986967,0.0,0.05,216.353591160221,2.29585635359116,79.02044198895028,994.6522099447513
2019-01-27,1.75,3.1407330567081604,295.65629322268325,2.8418971876440757,1.89,992.4798294144767,0.0,0.2,313.4779005524862,5.417451523545706,58.455401662049866,995.3174515235459
2019-01-28,8.29,1.520548576697015,303.59605854558026,0.41324190388383064,0.0,1003.9580269678461,1.01,3.21,320.29639889196676,2.2220994475138123,46.84309392265194,1006.3657458563537
2019-01-29,0.0,0.3802766570605187,224.9591930835735,0.5120691642651297,2.4800000000000004,997.2226743515849,0.0,0.0,179.94736842105263,0.03434903047091413,78.23157894736842,992.4861495844875
2019-01-30,6.0,0.22508068234209316,275.8396726602121,-1.025288151221761,0.03,994.3045643153528,0.09999999999999999,0.9400000000000001,271.35457063711914,0.11883656509695292,64.03296398891968,994.3592797783932
2019-01-31,2.4,0.38098421113288006,153.34827705428143,-2.3506396219891665,0.08,989.6508009680765,0.0,0.0,339.25207756232686,0.8221606648199447,69.72659279778394,986.9393351800553
2019-02-01,0.0,0.7893128890938437,104.0758588886327,-1.2842056721235877,6.729999999999999,988.800484205672,0.0,0.0,60.610497237569064,0.6085872576177286,79.01135734072022,989.960110803324
2019-02-02,8.45,1.3781876873414802,306.0564906617478,-0.7841710860041505,1.1,1005.8203827530551,0.8900000000000001,3.47,317.7894736842105,2.452354570637119,59.92465373961219,1008.4216066481994
2019-02-03,7.64,0.23198754181566503,227.3977390702503,-0.6730418733417927,0.0,1017.854804475718,0.6799999999999999,2.63,251.76243093922653,0.41222222222222216,63.97666666666666,1018.4838888888887
2019-02-04,1.51,0.5699031365313653,226.82345479704796,4.786888837638376,5.069999999999999,1013.5611162361623,0.66,1.51,202.05817174515235,0.0,80.396408839779,1013.064640883978
2019-02-05,0.0,0.6128376818286769,181.99884553220966,2.6818748556915257,2.5300000000000002,1017.3694643269454,0.0,0.0,164.41988950276243,0.8779005524861877,93.5074585635359,1017.0538674033149
2019-02-06,1.3100000000000003,0.3187074437391806,202.81454125793422,6.294772071552221,4.23,1011.5596422388919,0.0,0.09,247.02770083102493,0.06177285318559557,71.5573407202216,1011.7027700831023
2019-02-07,5.46,2.8356548856548858,232.32628782628782,5.119646569646569,0.21,1002.4529568029567,1.0,2.4699999999999998,239.29005524861878,2.744475138121547,62.696408839779004,1004.6662983425415
2019-02-08,0.0,2.6356978085351788,210.29838523644753,6.726528258362169,7.460000000000001,995.181753171857,0.0,0.0,200.9529085872576,3.569806094182825,82.59639889196676,991.0271468144044
2019-02-09,-997.06,2.5813848817080207,230.54102712060012,5.076341604154645,-998.9,996.9647201384882,0.0,0.04,238.08287292817678,1.7900000000000003,66.92166666666667,1000.3683333333332
2019-02-10,2.4800000000000004,1.2665242987417755,256.3437608218862,3.3609257762899687,2.8300000000000005,996.0917118781023,0.93,2.12,301.09972299168976,3.0640883977900555,61.27320441988951,998.6381215469613
2019-02-11,2.62,0.31371079335793356,272.6180811808118,3.7471286900369005,0.25,1019.0542204797049,0.0,0.03,277.0027700831025,0.006094182825484765,62.13407202216066,1023.2390581717452
2019-02-12,2.08,0.2241383285302594,206.64230547550432,4.350674351585014,0.0,1026.750536023055,0.0,0.0,178.18836565096953,0.9096952908587257,67.90914127423822,1026.7282548476455
2019-02-13,4.46,0.4292266912527371,193.59536706234874,6.179993085167684,0.0,1026.5771810533595,0.5800000000000001,2.2600000000000002,175.42659279778394,1.1220994475138122,64.73563535911602,1026.342541436464
2019-02-14,5.949999999999999,0.07975573222721513,171.12512962322847,4.192015209125476,0.02,1025.7755386565275,1.02,4.08,170.50552486187846,0.6080110497237569,51.63508287292818,1025.1303867403315
2019-02-15,8.62,0.33145031127507496,168.55937283836752,5.167074014295595,0.0,1021.13811390362,1.02,4.08,170.42936288088643,0.23074792243767317,51.75540166204986,1019.9421052631578
2019-02-16,0.0,0.34136499884712934,180.81807701175927,7.660594881254323,0.0,1017.172976712013,0.0,0.0,182.7257617728532,0.15662983425414365,77.18149171270717,1016.9654696132596
2019-02-17,3.8099999999999996,0.7671277086214845,184.41355463347165,7.368084370677732,0.0,1011.1140848317198,0.29000000000000004,0.54,163.207182320442,1.5396121883656508,72.92271468144044,1010.0825484764545
2019-02-18,0.34,0.5383498501958975,202.48075593454712,5.747902742567412,1.3299999999999998,1010.8202235538142,0.0,0.32,200.4060773480663,0.7317679558011049,77.93839779005525,1010.0262430939226
2019-02-19,5.85,0.8450017295053615,223.21261385910296,5.462504323763403,0.0,1013.9197394211923,0.7000000000000001,1.48,236.21823204419888,1.6096685082872926,53.120165745856355,1014.2066298342543
2019-02-20,2.0600000000000005,1.1001152472052553,205.92405209173677,7.3360954246859515,0.0,1014.9274403595713,0.01,0.30000000000000004,206.06371191135733,1.408839779005525,62.51657458563536,1015.2867403314917
2019-02-21,6.28,0.5520811714516315,217.37368845843423,8.32041969330105,0.0,1021.3075521734118,1.02,4.2,216.63812154696132,1.3011080332409974,61.40443213296399,1022.0803324099722
