date,total_sun_per_day,mean_wind_per_day,mean_wind_direction_per_day,mean_temperature_per_day,total_rain_per_day,mean_pressure_per_day,total_sun_3to4pm,total_sun_1to8pm,mean_wind_direction_9to10am,mean_wind_9to10am,mean_humidity_9to10am,mean_pressure_9to10am
2017-01-01,0.0,0.4637337325809052,173.7335022457676,2.958182655764137,7.430000000000001,1014.2381665323045,0.0,0.0,174.3102493074792,0.725414364640884,96.77541436464088,1013.9005524861878
2017-01-02,6.87,0.2611929986181483,284.32070474435744,-0.5976278212805161,0.14,1023.6286273606632,0.77,2.7,308.5773480662983,0.3701657458563536,76.29005524861878,1025.0
2017-01-03,2.0500000000000003,0.444415016121603,241.53604329801934,-0.4867918010133579,0.0,1022.549286043298,0.0,0.28,240.73961218836564,0.42596685082872926,82.2961325966851,1021.0
2017-01-04,0.6000000000000001,0.6283757338551859,267.61010705652126,2.361471163807989,0.0,1021.0598595602625,0.0,0.16,291.74309392265195,0.37658402203856745,58.879063360881545,1021.5674931129477
2017-01-05,7.37,0.00013805798435342844,285.3450299125633,-1.2310170271514034,0.0,1028.3959963184539,0.8200000000000001,2.77,328.99723756906076,0.0005509641873278238,66.62506887052342,1029.0
2017-01-06,0.0,0.1461733225917827,159.09747957187247,0.7570606513983198,5.26,1028.7761537576246,0.0,0.0,155.44751381215468,0.22348066298342542,92.84889502762432,1028.0
2017-01-07,0.12000000000000001,0.055040276179516685,264.54672036823933,6.784982738780207,0.78,1026.2805523590334,0.0,0.0,276.6491712707182,0.0,96.80055248618785,1026.0055248618785
2017-01-08,0.0,0.012071346375143843,227.52197928653624,6.655304948216341,1.02,1026.0097813578827,0.0,0.0,282.2044198895028,0.0,91.89779005524862,1026.0
2017-01-09,0.0,0.9818359599677903,217.0679857356494,5.01510410675256,1.76,1013.9763027723455,0.0,0.0,202.91436464088397,2.320441988950276,90.14613259668509,1008.4337016574585
2017-01-10,1.4500000000000002,1.0320294523699953,243.4684767602393,4.307742751955821,0.0,1007.8446847676024,0.0,1.3,253.4254143646409,0.9504132231404959,79.65289256198348,1008.9559228650138
