date,total_sun_per_day,mean_wind_per_day,mean_wind_direction_per_day,mean_temperature_per_day,total_rain_per_day,mean_pressure_per_day,total_sun_3to4pm,total_sun_1to8pm,mean_wind_direction_9to10am,mean_wind_9to10am,mean_humidity_9to10am,mean_pressure_9to10am
2018-01-01,1.07,1.4051456198917927,224.51122366754922,3.787982042131921,1.6900000000000002,997.1893634165995,0.16,1.07,166.1878453038674,0.8303867403314917,78.34751381215469,996.2403314917127
2018-01-02,0.0,1.469057211925866,193.4071601243237,5.035466789455508,5.54,1000.9293196730747,0.0,0.0,146.92797783933517,2.0580110497237567,87.946408839779,1000.0
2018-01-03,2.35,3.477756041426927,240.41357882623706,6.164902186421174,0.0,994.792750287687,0.0,0.8300000000000001,248.70165745856355,3.4903314917127073,63.790607734806635,999.0
2018-01-04,0.6200000000000001,1.9126812428078253,210.02623705408516,5.52392405063291,5.56,992.4218642117377,0.5800000000000001,0.6200000000000001,223.45303867403314,4.139226519337016,60.00386740331491,991.1574585635359
2018-01-05,1.6600000000000001,0.8265853377834044,212.4423984348026,3.247416273449189,0.01,992.7575094947634,0.0,0.06,186.86740331491714,1.5560773480662982,69.96104972375691,993.0110497237569
2018-01-06,0.6500000000000001,0.41283674879115817,158.59682247294498,-0.12973750863458436,0.22000000000000003,1007.497697444163,0.0,0.0,148.64917127071823,1.3494475138121547,86.80055248618785,1010.0469613259669
2018-01-07,7.349999999999999,1.3108104996546166,49.26985954409395,-0.06363113055491591,0.0,1020.9420907207,0.97,2.92,40.9060773480663,2.046132596685083,64.34696132596684,1022.0
2018-01-08,0.0,0.2935443037974684,38.99919447640966,-0.1247756041426928,0.0,1016.7521288837745,0.0,0.0,28.944751381215468,0.280939226519337,96.3157458563536,1015.2127071823204
2018-01-09,0.0,0.2530872714729217,121.83534552144418,2.6951247556628717,0.0,1004.0907209382545,0.0,0.0,152.92265193370164,0.5556473829201102,94.47052341597796,1001.8953168044077
2018-01-10,2.11,0.2992068053799288,230.67145648925163,3.8931831244970683,1.25,1002.4222324405104,0.36,1.2400000000000002,262.8484848484849,0.1352617079889807,87.67300275482094,1003.2644628099174
2018-01-11,0.0,0.1502414348126006,318.3155897907565,1.9047827086686593,0.0,1014.9340078178892,0.0,0.0,321.5110497237569,0.37762430939226527,86.39585635359116,1017.3563535911602
2018-01-12,0.08,0.33202666973215317,175.33371651914013,3.859317162892287,0.0,1020.3035981147258,0.0,0.0,103.36088154269973,0.9625344352617079,84.0504132231405,1020.0
2018-01-13,0.0,1.3457744049672302,117.80016097504887,3.926940324249742,0.0,1015.045992871105,0.0,0.0,120.02203856749311,1.893388429752066,74.83801652892562,1014.0
2018-01-14,0.0,0.1768372627947096,145.89304197814837,2.3880161012075907,0.0,1013.5821736630247,0.0,0.0,113.54696132596685,0.08342541436464088,67.06408839779006,1013.0
2018-01-15,1.09,2.023582844659078,214.9948258020007,5.755156950672646,3.78,995.886282626193,0.01,0.8200000000000001,193.5,1.8129834254143644,72.74419889502762,991.9640883977901
2018-01-16,5.380000000000001,2.2546384641912867,237.94918956201863,2.691792160018393,0.0,993.5507529601103,0.0,1.12,232.12121212121212,2.0740331491712705,63.82596685082874,993.7983425414365
2018-01-17,6.27,2.3512646585421937,232.86974017015405,2.376580823177742,1.31,1001.6983214532077,0.6599999999999999,1.98,245.6022099447514,2.188154269972452,56.32589531680441,1006.0
2018-01-18,5.75,2.6253534076542926,251.10929778186414,4.498977129065625,0.34,998.5446500402253,0.89,1.25,241.00275482093664,0.9699724517906336,70.5931129476584,1000.0
2018-01-19,6.29,0.9867985280588777,223.6026908923643,1.4014719411223553,0.0,1005.6328196872125,0.64,1.49,225.0331491712707,1.2526170798898073,58.991184573002755,1006.0
2018-01-20,0.0,0.15520174732727898,147.07828486032878,0.6092654328083686,2.27,1001.1545005173008,0.0,0.0,140.78236914600552,0.6278236914600552,95.64876033057851,997.5619834710744
2018-01-21,0.0,0.8959641255605381,195.88375301828216,1.663263194204898,0.25,1007.5029320455329,0.0,0.0,134.64364640883977,1.0248618784530388,97.52099447513812,1004.9889502762431
2018-01-22,2.46,0.5029658581446144,247.6099551672606,6.026393838372227,0.0,1009.2620990918497,0.0,0.25,255.8342541436464,0.9798342541436463,63.28370165745856,1012.232044198895
2018-01-23,1.2600000000000002,1.4952747758105311,190.38997470682915,8.244757415497817,1.4700000000000002,1010.5636928029433,0.0,0.8500000000000001,181.2479338842975,2.6217630853994494,80.48512396694214,1008.4325068870523
2018-01-24,0.0,2.5858834348775726,197.40567881365675,7.0898953902747435,1.11,1003.0601218530866,0.0,0.0,190.6022099447514,1.4613259668508287,80.60082872928177,1001.121546961326
2018-01-25,5.97,0.9635559131134354,187.70451672221583,4.503137570394208,0.0,1004.189863234111,0.17,1.22,183.04419889502762,1.3930939226519337,66.103591160221,1003.0
2018-01-26,2.3200000000000003,0.1817450281641568,283.49224048741235,3.0695482239337855,0.29,1015.383032532475,0.02,0.52,323.58839779005524,0.45674931129476587,77.82121212121211,1018.8319559228651
2018-01-27,0.0,1.0246493446769374,188.8240974936767,5.06256610715107,1.95,1020.3384686134743,0.0,0.0,171.0939226519337,1.302203856749311,94.05674931129478,1018.0
2018-01-28,1.28,2.381855812349086,233.0327699206623,8.356628722548004,0.0,1024.462688283316,0.08,1.2000000000000002,233.00552486187846,2.7484848484848485,82.2457300275482,1025.0
2018-01-29,0.7399999999999999,2.151569145878837,259.1419703414185,6.789228646970917,0.05,1022.5043108403265,0.56,0.73,218.6022099447514,1.2773480662983427,74.02403314917127,1022.0911602209944
2018-01-30,5.0,0.32009888467287567,196.05162699781533,2.386213636886283,0.16,1020.5555938829482,0.6000000000000001,1.9299999999999997,206.52341597796143,0.32865013774104684,63.34214876033058,1018.8842975206611
2018-01-31,2.36,2.348102575896964,231.8354415823367,3.9877184912603494,0.42000000000000004,1002.1190202391904,0.93,2.2199999999999998,264.83977900552486,3.245303867403315,51.934806629834256,1000.2541436464088
2018-02-01,5.33,2.3649948234211435,285.6789370758081,2.58176693891637,0.0,1001.7062003911193,0.5900000000000001,2.0500000000000003,290.57851239669424,3.3458563535911603,63.01436464088398,1002.7872928176796
2018-02-02,4.4,1.6262534498620056,291.42663293468263,2.851805427782889,0.0,1008.2749540018399,0.0,0.060000000000000005,307.5013774104683,0.3546961325966851,59.665193370165746,1009.0027624309392
2018-02-03,0.0,0.0519558214450069,143.32616198803498,1.087540266912103,1.4000000000000004,1004.908191440405,0.0,0.0,153.146408839779,0.0,94.73195592286501,1003.0
2018-02-04,2.85,0.5766106764841233,82.61792452830188,0.8998044178554993,0.0,1020.2501150483203,0.0,0.29,126.80939226519337,0.8535911602209945,71.10082872928177,1022.9972375690608
2018-02-05,5.2700000000000005,0.42233087896916705,60.525310630464794,-0.4244822825586747,0.0,1021.4756097560976,0.38,0.87,100.73480662983425,1.0611570247933884,64.41515151515152,1020.0
2018-02-06,3.86,0.2919935580352008,260.5658575865639,-1.5991372368572414,0.0,1014.399171747383,0.0,1.4700000000000002,325.2513812154696,0.5406077348066298,51.31878453038674,1013.0
2018-02-07,7.609999999999999,0.5296181274442144,284.7210720036807,-0.8270071313549575,0.0,1016.4766505636071,0.26,2.3,312.6988950276243,0.2680440771349862,44.79173553719008,1017.0
2018-02-08,0.0,0.8423510466988727,181.01265240395676,2.2155854612376356,1.3500000000000003,1012.2686910512997,0.0,0.0,171.01381215469613,1.4903314917127073,82.17734806629834,1011.0165745856353
2018-02-09,4.5600000000000005,1.9489530602853198,261.288656235619,1.9705016106764834,-82913.61,1007.6236769443166,0.95,3.1,268.6878453038674,4.762707182320442,59.17209944751381,1009.2955801104972
