date,total_sun_per_day,mean_wind_per_day,mean_wind_direction_per_day,mean_temperature_per_day,total_rain_per_day,mean_pressure_per_day,total_sun_3to4pm,total_sun_1to8pm,mean_wind_direction_9to10am,mean_wind_9to10am,mean_humidity_9to10am,mean_pressure_9to10am
2020-01-01,1.87,0.10188448360254526,168.536588350465,4.159862946647088,0.0,1023.1625795398924,0.0,0.0,189.43093922651934,0.09171270718232045,83.00801104972375,1022.5049723756907
2020-01-02,0.0,1.180500172870808,192.56332833928778,6.696692405209173,0.01,1014.4239829434136,0.0,0.0,181.4972375690608,1.5538674033149171,81.34806629834254,1012.1494475138121
2020-01-03,4.180000000000001,1.3655641350697245,266.4274518842918,5.217183358303561,4.54,1017.484015212631,0.4600000000000001,2.0500000000000003,312.53314917127074,1.6767955801104972,64.26740331491712,1021.824861878453
2020-01-04,2.56,0.4335639340481956,242.0511933586994,4.3300011530035745,0.0,1027.8307275452555,0.32,1.61,251.292817679558,0.5447513812154696,70.13867403314917,1028.0422651933702
2020-01-05,0.03,0.5397233429394813,218.83596541786744,5.212749279538905,0.0,1026.3822017291063,0.0,0.0,228.04748603351956,0.4696132596685083,79.04917127071823,1025.9190607734806
2020-01-06,0.01,1.4764034582132566,213.2020749279539,5.427930835734869,0.20000000000000004,1016.4104438040346,0.0,0.0,195.28176795580112,1.9332409972299172,87.04265927977839,1012.2
2020-01-07,0.01,1.3308348708487083,199.6164667896679,7.517596863468635,0.05,1015.9992965867159,0.0,0.0,196.8121546961326,1.4701657458563537,90.26629834254142,1014.0450276243093
2020-01-08,0.01,0.8509679649688868,222.6587923484674,8.344284397326573,0.09,1015.7951371283705,0.0,0.0,233.939226519337,0.024033149171270717,74.75580110497238,1017.9718232044198
2020-01-09,1.2800000000000002,1.627528219304308,222.44056668970282,7.256507717115872,7.1000000000000005,1003.3149043999078,0.0,0.17,221.1888888888889,0.0,83.96629834254142,1001.1185082872927
2020-01-10,5.489999999999999,0.46604469016355676,258.8693849343469,3.5826883206634417,0.0,1018.9248329877909,0.49,1.9200000000000002,279.40055248618785,0.09972375690607733,66.21408839779005,1022.406906077348
2020-01-11,0.03,2.4497925789352384,204.1719290159023,7.229280940308827,1.12,1017.5966351693938,0.0,0.0,199.34349030470915,3.5204419889502767,77.25994475138121,1015.8488950276243
2020-01-12,4.640000000000001,1.928337749107246,222.74092846446263,6.648462158737472,1.3900000000000001,1013.3474023729985,0.52,1.82,233.46260387811634,1.554696132596685,68.67624309392265,1015.121546961326
2020-01-13,0.33,1.5381067681309815,189.10031131096505,5.000057650178715,5.499999999999999,1002.8844459817826,0.0,0.0,168.98891966759004,2.239779005524862,83.5853591160221,997.0522099447513
2020-01-14,0.0,2.3817521613832855,198.5699135446686,7.501544668587897,9.96,992.7285994236311,0.0,0.0,182.85635359116023,5.140833333333333,87.07916666666667,989.0861111111111
2020-01-15,3.68,0.9809133894591168,217.12166993426365,5.289712835889747,5.170000000000001,1003.8594510437088,0.77,2.67,209.4281767955801,1.4947368421052631,61.989750692520786,1007.1038781163435
