day,time,centre,distance_to_oxford,filename,path,nan_fraction,date
30,10:00:00,"(50.039915750000006, 15.357290000000003)",16.702967556072128,MOD021KM.A2021334.1000.061.2021334193750.hdf,2021/11/30/MOD021KM.A2021334.1000.061.2021334193750.hdf,0.560836,2021-11-30
1,10:45:00,"(43.954798, 2.21413925)",8.53522271570254,MOD021KM.A2021335.1045.061.2021335193831.hdf,2021/12/01/MOD021KM.A2021335.1045.061.2021335193831.hdf,2.0,2021-12-01
2,11:25:00,"(54.901573, -4.04980275)",4.208996061875865,MOD021KM.A2021336.1125.061.2021336195246.hdf,2021/12/02/MOD021KM.A2021336.1125.061.2021336195246.hdf,0.0,2021-12-02
3,10:30:00,"(52.77654825, 8.8353065)",10.144874534740206,MOD021KM.A2021337.1030.061.2021337193349.hdf,2021/12/03/MOD021KM.A2021337.1030.061.2021337193349.hdf,0.0,2021-12-03
4,11:15:00,"(46.821049, -4.4626105)",5.880963278019278,MOD021KM.A2021338.1115.061.2021338193856.hdf,2021/12/04/MOD021KM.A2021338.1115.061.2021338193856.hdf,0.0,2021-12-04
5,10:20:00,"(44.58639375, 8.623023)",12.205515144096465,MOD021KM.A2021339.1020.061.2021339193129.hdf,2021/12/05/MOD021KM.A2021339.1020.061.2021339193129.hdf,0.00022,2021-12-05
6,11:00:00,"(55.46548625, 2.4131169999999997)",5.221578073382417,MOD021KM.A2021340.1100.061.2021340211405.hdf,2021/12/06/MOD021KM.A2021340.1100.061.2021340211405.hdf,0.0,2021-12-06
7,10:05:00,"(53.34022175, 15.27727075)",16.61107179054165,MOD021KM.A2021341.1005.061.2021341193001.hdf,2021/12/07/MOD021KM.A2021341.1005.061.2021341193001.hdf,0.252988,2021-12-07
8,10:50:00,"(47.3941725, 1.9360492500000004)",5.4028413628045575,MOD021KM.A2021342.1050.061.2021342192738.hdf,2021/12/08/MOD021KM.A2021342.1050.061.2021342192738.hdf,0.0,2021-12-08
9,11:30:00,"(58.184428000000004, -3.8568085)",6.937686571902501,MOD021KM.A2021343.1130.061.2021343194217.hdf,2021/12/09/MOD021KM.A2021343.1130.061.2021343194217.hdf,0.04428,2021-12-09
10,10:35:00,"(56.0917115, 8.91283)",11.05770212947212,MOD021KM.A2021344.1035.061.2021344193643.hdf,2021/12/10/MOD021KM.A2021344.1035.061.2021344193643.hdf,0.0,2021-12-10
11,11:20:00,"(50.1254315, -4.68558025)",3.7942177182566015,MOD021KM.A2021345.1120.061.2021345194258.hdf,2021/12/11/MOD021KM.A2021345.1120.061.2021345194258.hdf,0.0,2021-12-11
12,10:25:00,"(47.94914325, 8.3395325)",10.323206435990556,MOD021KM.A2021346.1025.061.2021346194123.hdf,2021/12/12/MOD021KM.A2021346.1025.061.2021346194123.hdf,0.0,2021-12-12
13,11:05:00,"(58.709049750000005, 2.62721175)",7.968254547218177,MOD021KM.A2021347.1105.061.2021347194045.hdf,2021/12/13/MOD021KM.A2021347.1105.061.2021347194045.hdf,0.371256,2021-12-13
14,10:10:00,"(56.619915500000005, 15.379271249999999)",17.334515098163745,MOD021KM.A2021348.1010.061.2021348194025.hdf,2021/12/14/MOD021KM.A2021348.1010.061.2021348194025.hdf,0.133152,2021-12-14
15,10:55:00,"(50.7513625, 1.7667484999999998)",3.18568111014874,MOD021KM.A2021349.1055.061.2021349194457.hdf,2021/12/15/MOD021KM.A2021349.1055.061.2021349194457.hdf,0.0,2021-12-15
16,10:00:00,"(48.49086475, 14.746944749999999)",16.333513299118934,MOD021KM.A2021350.1000.061.2021350194501.hdf,2021/12/16/MOD021KM.A2021350.1000.061.2021350194501.hdf,0.563488,2021-12-16
17,10:45:00,"(42.47201975, 1.7116332500000007)",9.743457979072195,MOD021KM.A2021351.1045.061.2021351193136.hdf,2021/12/17/MOD021KM.A2021351.1045.061.2021351193136.hdf,0.357884,2021-12-17
18,11:25:00,"(53.485847250000006, -4.72781425)",3.879164754735952,MOD021KM.A2021352.1125.061.2021352193435.hdf,2021/12/18/MOD021KM.A2021352.1125.061.2021352193435.hdf,0.0,2021-12-18
19,10:30:00,"(51.3598885, 8.20735625)",9.473174823895963,MOD021KM.A2021353.1030.061.2021353193053.hdf,2021/12/19/MOD021KM.A2021353.1030.061.2021353193053.hdf,0.0,2021-12-19
20,11:15:00,"(45.34648125, -5.004020500000001)",7.420619094477353,MOD021KM.A2021354.1115.061.2021354193724.hdf,2021/12/20/MOD021KM.A2021354.1115.061.2021354193724.hdf,0.0,2021-12-20
21,10:20:00,"(43.11815575, 8.10951025)",12.739226601366472,MOD021KM.A2021355.1020.061.2021355193943.hdf,2021/12/21/MOD021KM.A2021355.1020.061.2021355193943.hdf,0.148488,2021-12-21
22,11:00:00,"(54.10403275, 1.7422602499999993)",3.8120623760180807,MOD021KM.A2021356.1100.061.2021356193701.hdf,2021/12/22/MOD021KM.A2021356.1100.061.2021356193701.hdf,0.0,2021-12-22
23,10:05:00,"(51.97480075, 14.65616225)",15.91542182558086,MOD021KM.A2021357.1005.061.2021357193754.hdf,2021/12/23/MOD021KM.A2021357.1005.061.2021357193754.hdf,0.254264,2021-12-23
24,10:50:00,"(46.01095375, 1.4150377499999998)",6.332703934727579,MOD021KM.A2021358.1050.061.2021358193723.hdf,2021/12/24/MOD021KM.A2021358.1050.061.2021358193723.hdf,0.0,2021-12-24
25,11:30:00,"(56.875463249999996, -4.576537)",6.104470059445742,MOD021KM.A2021359.1130.061.2021359194112.hdf,2021/12/25/MOD021KM.A2021359.1130.061.2021359194112.hdf,0.0,2021-12-25
26,10:35:00,"(54.69149725, 8.204760250000001)",9.908521487365691,MOD021KM.A2021360.1035.061.2021360194144.hdf,2021/12/26/MOD021KM.A2021360.1035.061.2021360194144.hdf,0.0,2021-12-26
27,11:20:00,"(48.77849925, -5.2370105)",4.967556619270767,MOD021KM.A2021361.1120.061.2021361193330.hdf,2021/12/27/MOD021KM.A2021361.1120.061.2021361193330.hdf,0.0,2021-12-27
28,10:25:00,"(46.5997905, 7.819755250000001)",10.437694024431014,MOD021KM.A2021362.1025.061.2021362193340.hdf,2021/12/28/MOD021KM.A2021362.1025.061.2021362193340.hdf,0.0,2021-12-28
29,11:05:00,"(57.432195750000005, 1.906403000000001)",6.502012884709403,MOD021KM.A2021363.1105.061.2021364032422.hdf,2021/12/29/MOD021KM.A2021363.1105.061.2021364032422.hdf,0.073896,2021-12-29
30,10:10:00,"(55.2862955, 14.6883575)",16.333033841715583,MOD021KM.A2021364.1010.061.2021364193656.hdf,2021/12/30/MOD021KM.A2021364.1010.061.2021364193656.hdf,0.008876,2021-12-30
31,10:55:00,"(49.345568500000006, 1.1759435000000007)",3.4225039443782217,MOD021KM.A2021365.1055.061.2021365193043.hdf,2021/12/31/MOD021KM.A2021365.1055.061.2021365193043.hdf,0.0,2021-12-31
